"publisher","name","identity","appearances"
"Marvel","Short Circuit","Secret",2
"Marvel","Shrew (Warpies)","Secret",2
"Marvel","Silkworm (Warpies)","Secret",2
"Marvel","Smith (Enhanced)","Secret",2
"Marvel","Snoop","Secret",2
"Marvel","Technovore","Public",2
"Marvel","Teddy Matson","Public",2
"Marvel","Thomas Greaves","Secret",2
"Marvel","Thrym","Public",2
"Marvel","Transfaser","Secret",2
"Marvel","Tribune (Tane)","Secret",2
"Marvel","Troubleshooter","Secret",2
"Marvel","Tudo Sokuto","Secret",2
"Marvel","Victor Lillian","Secret",2
"Marvel","Vor","Secret",2
"Marvel","Walter Slocum","Secret",2
"Marvel","War-Crime","Secret",2
"Marvel","Xan Fthgnr","Secret",2
"Marvel","Afterburner","Secret",2
"Marvel","Aftermath (Sleeper)","Public",2
"Marvel","Agent 22","Secret",2
"Marvel","Allegra","Secret",2
"Marvel","Armorer","Secret",2
"Marvel","Barb (Employee of Arcade)","Secret",2
"Marvel","Blue Shark","Secret",2
"Marvel","Bombadier (Elvis)","Secret",2
"Marvel","Brian Lash","Secret",2
"Marvel","Brilliant One","Secret",2
"Marvel","Burlos","Public",2
"Marvel","Chris Paxton","Secret",2
"Marvel","Desmond Kline","Public",2
"Marvel","Drasil","Public",2
"Marvel","Elsa Chandler","Public",2
"Marvel","Enigmo","Secret",2
"Marvel","Faze (Cobalt)","Secret",2
"Marvel","Fletcher","Public",2
"Marvel","Gregory Slivovitz","Secret",2
"Marvel","Herbert Isaacs","Secret",2
"Marvel","Jim Redfield","Public",2
"Marvel","Jongalt","Public",2
"Marvel","Killobyte (Joey)","Secret",2
"Marvel","Lady Trident","Secret",2
"Marvel","LaVoisin","Secret",2
"Marvel","Link (Employee of Arcade)","Secret",2
"Marvel","Lord Ludox","Public",2
"Marvel","Luten","Public",2
"Marvel","Mack","Public",2
"Marvel","Mara","Public",2
"Marvel","Marissa Paulsen","Secret",2
"Marvel","Maurice Fortuit","Secret",2
"Marvel","McCleod","Public",2
"Marvel","Mephitisoid","Secret",2
"Marvel","Mister Nice","Secret",2
"Marvel","Moina","Public",2
"Marvel","Munchkin","Secret",2
"Marvel","Murder (Sally)","Secret",2
"Marvel","Phillip Cussler, Jr.","Public",2
"Marvel","Phillip Cussler, Sr.","Public",2
"Marvel","Psychobabble","Secret",2
"Marvel","Raze","Public",2
"Marvel","Rion","Public",2
"Marvel","Sadista","Secret",2
"Marvel","Second Sleeper","Public",2
"Marvel","Shamari Asbery","Public",2
"Marvel","Sherman Ashley","Public",2
"Marvel","Short Fuse","Secret",2
"Marvel","Simon Janson","Secret",2
"Marvel","Stefan of Symkaria","Public",2
"Marvel","Stephen Loss","Public",2
"Marvel","Strangler (Shatterforce)","Secret",2
"Marvel","Talan","Public",2
"Marvel","Tantalus","Public",2
"Marvel","Thera (Shadow Consortium)","Secret",2
"Marvel","Tityus","Public",2
"Marvel","Touchstone","Public",2
"Marvel","Tupac Amaru","Secret",2
"Marvel","Tzadqiel","Secret",2
"Marvel","Vandal","Secret",2
"Marvel","Vivali","Public",2
"Marvel","Vranx","Secret",2
"Marvel","Wildwind","Secret",2
"Marvel","Arnold Urich","Secret",2
"Marvel","Brazo","Public",2
"Marvel","Carson Rowntree","Secret",2
"Marvel","Cedaric","Public",2
"Marvel","Clash","Secret",2
"Marvel","Cordite","Secret",2
"Marvel","Doctor Brucknerr","Public",2
"Marvel","Domitian","Secret",2
"Marvel","Elalyth","Secret",2
"Marvel","Eleven (Rupinski)","Secret",2
"Marvel","Eva Slougart","Public",2
"Marvel","Firefist","Secret",2
"Marvel","Flare (Shadowforce Alpha)","Secret",2
"Marvel","Four (Eugenix)","Secret",2
"Marvel","Huike","Public",2
"Marvel","Jung Sakamura","Public",2
"Marvel","Kaef","Secret",2
"Marvel","Ken Urich","Secret",2
"Marvel","Kraa (Luphomoid)","Public",2
"Marvel","Laura","Public",2
"Marvel","Little Shadow","Secret",2
"Marvel","Mindy Urich","Secret",2
"Marvel","Nine (Eugenix)","Secret",2
"Marvel","One (Eugenix)","Secret",2
"Marvel","Owen Segar","Secret",2
"Marvel","Pro","Secret",2
"Marvel","Ricko","Public",2
"Marvel","Sanction (Aaron)","Secret",2
"Marvel","Shot","Secret",2
"Marvel","Simon Mycroft","Public",2
"Marvel","Skyline Killer","Secret",2
"Marvel","Stampede","Secret",2
"Marvel","Sven Claris","Secret",2
"Marvel","Tolometh","Secret",2
"Marvel","Tom\u00e1s Aguado","Secret",2
"Marvel","Tuzun Thune","Secret",2
"Marvel","Twelve (Carl)","Secret",2
"Marvel","Aaidan Blomfield","Secret",2
"Marvel","Angelface","Secret",2
"Marvel","Baal (Sandstormers)","Secret",2
"Marvel","Boudica Gorman","Secret",2
"Marvel","Carly Alvarez","Public",2
"Marvel","Harith Damyish","Public",2
"Marvel","Hughes A\u00eft-Kaci","Secret",2
"Marvel","Jane Foster (Heroes Reborn)","Public",2
"Marvel","Jara","Public",2
"Marvel","Marilou","Secret",2
"Marvel","Michael Fleet","Secret",2
"Marvel","Mr. Shaw","Public",2
"Marvel","Paul Sousa","Public",2
"Marvel","Philip Fleming","Public",2
"Marvel","Price (Worldengine)","Public",2
"Marvel","Richard Barnes (Heroes Reborn)","Public",2
"Marvel","Source (Sentinel)","Secret",2
"Marvel","Synraith","Secret",2
"Marvel","Tobe","Secret",2
"Marvel","Veeda Leebre","Public",2
"Marvel","Anton Vanko (Heroes Reborn)","Public",2
"Marvel","Ape-Man","Secret",2
"Marvel","Basilio Rez","Secret",2
"Marvel","Boost","Secret",2
"Marvel","Cassie Dolan","Public",2
"Marvel","Cat-Man","Secret",2
"Marvel","Clearcut","Secret",2
"Marvel","Ecliptic","Secret",2
"Marvel","Eric Williams (Heroes Reborn)","Public",2
"Marvel","Etta Langstrom","Secret",2
"Marvel","Ghost Rider (Kale)","Secret",2
"Marvel","Gloria Brickman","Public",2
"Marvel","Ignatz","Secret",2
"Marvel","Insomnia","Secret",2
"Marvel","Joanna Blanding","Public",2
"Marvel","Karsano","Secret",2
"Marvel","Margaret Carter (Heroes Reborn)","Public",2
"Marvel","Mary Kelleher","Public",2
"Marvel","Number One (Rat Pack)","Secret",2
"Marvel","Olivier Stoker","Public",2
"Marvel","Pisces (Ecliptic)","Secret",2
"Marvel","Rebo","Secret",2
"Marvel","Sagittarius (Ecliptic)","Secret",2
"Marvel","Skurge (Heroes Reborn)","Secret",2
"Marvel","Stigmata","Secret",2
"Marvel","Tether","Secret",2
"Marvel","Thaddeus Ross (Heroes Reborn)","Public",2
"Marvel","Yano","Secret",2
"Marvel","Agent Briggs","Secret",2
"Marvel","Calvin Burlingame","Secret",2
"Marvel","Chucky Diamond","Public",2
"Marvel","Fabian LaMuerto","Public",2
"Marvel","Finar","Public",2
"Marvel","Harry Manners","Secret",2
"Marvel","Jomo Kimane","Secret",2
"Marvel","LeMieu","Secret",2
"Marvel","Lo Chien","Secret",2
"Marvel","Mad Hatter","Secret",2
"Marvel","Mahapralaya","Secret",2
"Marvel","Marista","Secret",2
"Marvel","Oyakata","Secret",2
"Marvel","Pyre (Damocles Foundation)","Secret",2
"Marvel","Sai","Secret",2
"Marvel","Simon Krieger","Public",2
"Marvel","Stem","Secret",2
"Marvel","Stranglehold (Damocles Foundation)","Secret",2
"Marvel","Tatjana Stiles","Public",2
"Marvel","Thomas Marles","Public",2
"Marvel","Tia Senyaka","Public",2
"Marvel","Yvette Diamonde","Secret",2
"Marvel","Astarte","Secret",2
"Marvel","Balthakk","Secret",2
"Marvel","Callie Yeager","Public",2
"Marvel","Ceranda","Public",2
"Marvel","Christina Carr","Secret",2
"Marvel","David Ferrari","Secret",2
"Marvel","Dragonwing","Secret",2
"Marvel","Duncan Vess","Public",2
"Marvel","Electryon","Secret",2
"Marvel","Fieldstone","Secret",2
"Marvel","Finn","Secret",2
"Marvel","Fizgig","Secret",2
"Marvel","Hoarfrost","Secret",2
"Marvel","Hoopsnake (Brute Force)","Secret",2
"Marvel","Ingot","Secret",2
"Marvel","Integer","Secret",2
"Marvel","Iron Maiden (Gene Nation)","Secret",2
"Marvel","Jet-Black (Rising Sons)","Secret",2
"Marvel","Jonathan Rickman","Public",2
"Marvel","Krakkan","Secret",2
"Marvel","Legault","Secret",2
"Marvel","Loblolly","Secret",2
"Marvel","Mrs. St. Croix","Secret",2
"Marvel","Opsidian","Secret",2
"Marvel","Otomo","Public",2
"Marvel","Owen Candler","Public",2
"Marvel","Patriot (Silvereye)","Secret",2
"Marvel","Paulette Brazee","Secret",2
"Marvel","Randall Jefferson","Public",2
"Marvel","Randolph Conroy","Public",2
"Marvel","Reanimator","Public",2
"Marvel","Ronald Parady","Public",2
"Marvel","Scarum","Secret",2
"Marvel","Shadowcaster","Secret",2
"Marvel","Sign","Secret",2
"Marvel","Tough Love","Secret",2
"Marvel","Vampiro (Larcenous Three)","Secret",2
"Marvel","Watchfire","Secret",2
"Marvel","Agent Green","Secret",2
"Marvel","Agent Orange","Secret",2
"Marvel","Agent Red","Secret",2
"Marvel","Arthur DeLacourte","Secret",2
"Marvel","Bannerman Black","Secret",2
"Marvel","Bannerman Blue","Secret",2
"Marvel","Bannerman White","Secret",2
"Marvel","Claude Potier","Secret",2
"Marvel","Cluster","Secret",2
"Marvel","Cornelius Shaw","Public",2
"Marvel","Cyanide Jane","Secret",2
"Marvel","E.B. Farrell","Secret",2
"Marvel","Flatiron (Russell)","Secret",2
"Marvel","Gareth Thomas","Secret",2
"Marvel","Gerald Simms","Secret",2
"Marvel","Goth","Secret",2
"Marvel","Gunnar (SHE)","Secret",2
"Marvel","Henry Sleeman","Secret",2
"Marvel","Ikarys","Public",2
"Marvel","John Skulinowski","Secret",2
"Marvel","Junction","Secret",2
"Marvel","Katyusha (Anya)","Secret",2
"Marvel","Mako (First Line)","Secret",2
"Marvel","Marcel Deflandre","Secret",2
"Marvel","Mick Patterson","Secret",2
"Marvel","Ms Fortune","Secret",2
"Marvel","Ransome Sole","Secret",2
"Marvel","Rapunzel","Secret",2
"Marvel","Tabitha Gance","Public",2
"Marvel","Talo (Galadorian)","Public",2
"Marvel","Theoren Marceaux","Secret",2
"Marvel","Victoria Donnely","Secret",2
"Marvel","Visalia","Public",2
"Marvel","Wanderer (Mutant)","Secret",2
"Marvel","Watchtower","Secret",2
"Marvel","Caleb Jackson","Secret",2
"Marvel","Carla (Tunnel Dwellers)","Secret",2
"Marvel","Crimson Dynamo VII","Secret",2
"Marvel","Donald Trask III","Public",2
"Marvel","Fiona Dunn","Secret",2
"Marvel","Harvester","Secret",2
"Marvel","Jack Abbott","Public",2
"Marvel","Jared Carstairs","Public",2
"Marvel","Kali Vries","Public",2
"Marvel","Madame Drache","Secret",2
"Marvel","Mammoth (Imperial Guard)","Secret",2
"Marvel","Michael Dorie","Secret",2
"Marvel","Miles Warbeck","Secret",2
"Marvel","Nancy (Mutant)","Secret",2
"Marvel","Oswald (Brotherhood)","Secret",2
"Marvel","Papa Hagg","Secret",2
"Marvel","Armour (Thanosi)","Secret",2
"Marvel","Blimp","Secret",2
"Marvel","Brooke Douglas","Public",2
"Marvel","Chin Hsi","Secret",2
"Marvel","Fader","Public",2
"Marvel","Falzone","Public",2
"Marvel","Hong Lianje","Secret",2
"Marvel","Isley","Secret",2
"Marvel","James Hutchinson","Public",2
"Marvel","Jane Jones","Public",2
"Marvel","John Joseph Maguire","Public",2
"Marvel","John Watkins Jr.","Secret",2
"Marvel","Maksim Golitsyn","Public",2
"Marvel","Peter (Mutant)","Public",2
"Marvel","Robert Zepheniah","Secret",2
"Marvel","Sherry","Public",2
"Marvel","Spence Williams","Public",2
"Marvel","Tischenko","Public",2
"Marvel","Virus (Corman)","Secret",2
"Marvel","Zona Cluster-6","Secret",2
"Marvel","Ali Al-Zubaidi","Secret",2
"Marvel","Christopher Alleyne","Secret",2
"Marvel","Dallas Huxley","Public",2
"Marvel","Darick Gallhager","Secret",2
"Marvel","Doctorangutan","Public",2
"Marvel","Dorothy Alleyne","Secret",2
"Marvel","G\u00fcnter Gross","Secret",2
"Marvel","Hunab-Ku","Secret",2
"Marvel","Jack Freestone","Public",2
"Marvel","Jack Harvey","Secret",2
"Marvel","Jefferson Jamison","Secret",2
"Marvel","Jo (Mutant)","Public",2
"Marvel","Lazarus (Domino brother)","Secret",2
"Marvel","Miranda Mantega","Public",2
"Marvel","Mr. Canfield","Public",2
"Marvel","Mrs. Canfield","Public",2
"Marvel","Nallo","Public",2
"Marvel","Oliver Ryland","Public",2
"Marvel","Peppermint Candey","Public",2
"Marvel","Preston Allen","Secret",2
"Marvel","Wendy Taylor","Public",2
"Marvel","Zach Halliwell","Secret",2
"Marvel","Aguinaga","Public",2
"Marvel","Aurelie Sabayon","Public",2
"Marvel","Black Knight (Servant)","Secret",2
"Marvel","Carl (Mutant)","Secret",2
"Marvel","Dana Hutton","Public",2
"Marvel","Don Parisi","Secret",2
"Marvel","Gerard Cooper","Secret",2
"Marvel","Gunther Herschein","Secret",2
"Marvel","Jack White","Public",2
"Marvel","Jade Parisi","Public",2
"Marvel","Killshot","Secret",2
"Marvel","Laurent Levessaur","Secret",2
"Marvel","Matt Falcone","Public",2
"Marvel","Mr. Borkowski","Secret",2
"Marvel","Mrs. Borkowski","Secret",2
"Marvel","Musclehead","Secret",2
"Marvel","Owen","Secret",2
"Marvel","Paradise","Secret",2
"Marvel","Patrick Nesbitt","Secret",2
"Marvel","Pedro de Noli","Secret",2
"Marvel","Posterboy","Secret",2
"Marvel","Primo Falcone","Public",2
"Marvel","Purge (The Arena)","Secret",2
"Marvel","Rattatosk","Public",2
"Marvel","Robin Wise","Secret",2
"Marvel","Rosalinda Aguilar","Public",2
"Marvel","Sam Klein","Public",2
"Marvel","Shaun Kennedy","Secret",2
"Marvel","Silkworm (The Arena)","Secret",2
"Marvel","Simon Sanderson","Public",2
"Marvel","Stefanya Melnikova","Secret",2
"Marvel","Stella (Washington Heights)","Public",2
"Marvel","Tanya","Secret",2
"Marvel","Tony (Washington Heights)","Public",2
"Marvel","Viktor","Secret",2
"Marvel","Alecto (Inhuman)","Secret",2
"Marvel","Black Widow (Russian Agent)","Secret",2
"Marvel","Boy","Public",2
"Marvel","Buzz McMahon","Public",2
"Marvel","Cuddle-Face","Secret",2
"Marvel","Derek Bishop","Public",2
"Marvel","Eugene Walker","Secret",2
"Marvel","General Umbaja","Public",2
"Marvel","Grigor Ivanovich Pchelintsov","Public",2
"Marvel","Harlan Stone","Public",2
"Marvel","Inger Rinefeld","Public",2
"Marvel","Juito","Secret",2
"Marvel","Kimberly Vesco","Public",2
"Marvel","Lerad","Public",2
"Marvel","Lyudmila Antonovna Kudrin","Public",2
"Marvel","Meg Langtry","Public",2
"Marvel","Ned Campbell","Public",2
"Marvel","Padre","Secret",2
"Marvel","Reyno","Public",2
"Marvel","Rose Red","Secret",2
"Marvel","Six-Gun Kid","Secret",2
"Marvel","Smith (Renegades)","Secret",2
"Marvel","Suicide King","Secret",2
"Marvel","Taniqa Umbaja","Public",2
"Marvel","Walker Hobbes","Public",2
"Marvel","William Bates","Public",2
"Marvel","Abbess Horror","Secret",2
"Marvel","Adam Austin","Secret",2
"Marvel","Amina Synge","Secret",2
"Marvel","Antonio","Secret",2
"Marvel","Blacklash (Thunderbolts)","Secret",2
"Marvel","Charr","Public",2
"Marvel","Chris McCarthy","Secret",2
"Marvel","David Munroe II","Public",2
"Marvel","Doug and Jerry","Secret",2
"Marvel","El Dorado","Secret",2
"Marvel","Espia","Secret",2
"Marvel","Extermina","Secret",2
"Marvel","Fred Harriman","Public",2
"Marvel","Gary Quinn","Secret",2
"Marvel","Ginny Baker","Public",2
"Marvel","Godfrey Calthrop","Secret",2
"Marvel","Henry Cavanaugh","Secret",2
"Marvel","Hubie Edge","Secret",2
"Marvel","Jack Croft","Secret",2
"Marvel","James Madrox (S.H.I.E.L.D. Agent)","Secret",2
"Marvel","John Mairs","Secret",2
"Marvel","Latonya Jefferson","Secret",2
"Marvel","Lavin Skee","Public",2
"Marvel","Mung","Public",2
"Marvel","Ned Horrocks","Secret",2
"Marvel","Pyo","Secret",2
"Marvel","Rachel Santiago","Public",2
"Marvel","Ronan Kaifi","Public",2
"Marvel","Sarnogg","Public",2
"Marvel","Sentinel X","Secret",2
"Marvel","Setanta","Public",2
"Marvel","Shetani","Secret",2
"Marvel","Susan Svenson","Secret",2
"Marvel","Thomas Eliot","Public",2
"Marvel","Tim Hacker","Secret",2
"Marvel","Violet Sanchez","Secret",2
"Marvel","Whiplash (Thunderbolts)","Secret",2
"Marvel","Bannerman Brown","Secret",2
"Marvel","Bannerman Green","Secret",2
"Marvel","Carlos Carvalho","Public",2
"Marvel","Chan-Dar","Public",2
"Marvel","Charlie (Prison Guard)","Public",2
"Marvel","Comte de Nuit","Secret",2
"Marvel","Crane Mother","Secret",2
"Marvel","Creeper","Secret",2
"Marvel","Crimson Dynamo XI","Secret",2
"Marvel","Daisy (Villain)","Secret",2
"Marvel","Daniel Maddox","Public",2
"Marvel","Derek Petrie","Secret",2
"Marvel","Eugene Patilio (Skrull)","Secret",2
"Marvel","Heka-Nut","Secret",2
"Marvel","Henry Pym (Onslaught Reborn)","Secret",2
"Marvel","Herman Zemo","Public",2
"Marvel","Kurani","Public",2
"Marvel","Lars Hanson","Secret",2
"Marvel","Lindsay","Public",2
"Marvel","Lord Byson","Secret",2
"Marvel","Lucy Cervantes","Secret",2
"Marvel","Megan Hoyden","Secret",2
"Marvel","Miss Diaz","Secret",2
"Marvel","Mrs. Rennie","Public",2
"Marvel","Snow Queen (New Men)","Secret",2
"Marvel","Somnus","Public",2
"Marvel","Wu Ao-Shi","Secret",2
"Marvel","Yellow Kid","Secret",2
"Marvel","Amp (Michelle)","Secret",2
"Marvel","Arthur Moore","Public",2
"Marvel","Barry Gwynn","Secret",2
"Marvel","Blacksmith","Secret",2
"Marvel","Bruno Karnelli","Public",2
"Marvel","Dicero","Secret",2
"Marvel","Dr. Burke","Public",2
"Marvel","Ellsworth Johnson (Skrull)","Public",2
"Marvel","Frankie Kollins","Public",2
"Marvel","Galactus (Skrull)","Secret",2
"Marvel","Gomez","Public",2
"Marvel","Henry Shearing","Public",2
"Marvel","Hylas","Public",2
"Marvel","Koaam","Public",2
"Marvel","Malcolm Little (Skrull)","Public",2
"Marvel","Martin Luther King, Jr. (Skrull)","Public",2
"Marvel","Molly Young","Public",2
"Marvel","Nima","Secret",2
"Marvel","Paydirt","Secret",2
"Marvel","Pericymenus","Public",2
"Marvel","Pollux","Public",2
"Marvel","Prosimia","Secret",2
"Marvel","Silenus","Public",2
"Marvel","Skee","Public",2
"Marvel","Star Sign","Secret",2
"Marvel","Stephen Colbert","Public",2
"Marvel","Bo Obama","Public",2
"Marvel","Burning Moon","Secret",2
"Marvel","Chameleon (Artificial Mutant)","Secret",2
"Marvel","Colonel Zeke","Public",2
"Marvel","Devil Rig","Secret",2
"Marvel","Druek Lovosno","Public",2
"Marvel","Eugene Toussaint","Public",2
"Marvel","Gali","Secret",2
"Marvel","Gertrude Jacks","Secret",2
"Marvel","Ghost Flyer","Secret",2
"Marvel","Ghost Rider (Cowboy)","Secret",2
"Marvel","Ghost Rider (Native American)","Secret",2
"Marvel","Ghost Rider (Undead G-Man)","Secret",2
"Marvel","Hell-Driver","Secret",2
"Marvel","James Madison","Public",2
"Marvel","John Quincy Adams","Public",2
"Marvel","Killyu","Secret",2
"Marvel","Kingmaker","Secret",2
"Marvel","Matu Makalani","Secret",2
"Marvel","Mike Nero","Secret",2
"Marvel","Mrs. Zeke","Public",2
"Marvel","Nyssa","Secret",2
"Marvel","Sean Madrox","Secret",2
"Marvel","Suki Yumiko","Secret",2
"Marvel","Tulem","Public",2
"Marvel","Unum","Secret",2
"Marvel","Yao (Dragon)","Secret",2
"Marvel","Yoshio Kannabe","Secret",2
"Marvel","Akeja","Secret",2
"Marvel","Awareness","Secret",2
"Marvel","Borgia Omega","Secret",2
"Marvel","Celestial Madonna","Secret",2
"Marvel","Dal Damoc","Public",2
"Marvel","Detlef Metzger","Public",2
"Marvel","Fex","Public",2
"Marvel","General Combest","Public",2
"Marvel","Ignacio Alvarez","Public",2
"Marvel","Jasper Bateman","Secret",2
"Marvel","Kaga","Secret",2
"Marvel","Leonard Pimacher","Public",2
"Marvel","Lothithanriaxiaxus","Public",2
"Marvel","Marc Spector (Clone)","Secret",2
"Marvel","Morda","Secret",2
"Marvel","Nakh","Secret",2
"Marvel","Nemean Lion","Public",2
"Marvel","Oudvrou","Secret",2
"Marvel","Pilli Natu","Public",2
"Marvel","Samuel Ryan","Public",2
"Marvel","Sofia Alvarez","Public",2
"Marvel","Teela","Secret",2
"Marvel","Thomas Davidson","Public",2
"Marvel","Vincenzo Karnelli","Public",2
"Marvel","302 (Legion Personality)","Secret",2
"Marvel","Albert Gaines (Zombie Clone)","Secret",2
"Marvel","Bleeding Image (Legion Personality)","Secret",2
"Marvel","Calavera","Public",2
"Marvel","Carrion Crow","Secret",2
"Marvel","Chernobog","Public",2
"Marvel","Compass Rose (Legion Personality)","Secret",2
"Marvel","D.C.1. (A.I.M.)","Secret",2
"Marvel","Daniel Chilton","Secret",2
"Marvel","Ernst Rohm","Public",2
"Marvel","George Stanislaus","Public",2
"Marvel","Gynt","Secret",2
"Marvel","Helen Gable","Public",2
"Marvel","Mokk","Public",2
"Marvel","Mr. Macik","Public",2
"Marvel","Mrs. Macik","Public",2
"Marvel","Navee Moshtaghi","Public",2
"Marvel","Nerkkod","Public",2
"Marvel","Niko Constantin","Secret",2
"Marvel","Redshirt","Secret",2
"Marvel","Sally Roland","Public",2
"Marvel","Sigmund","Public",2
"Marvel","Xirdal","Public",2
"Marvel","Young Soo Pock","Secret",2
"Marvel","Yruku","Secret",2
"Marvel","Barry Santana","Secret",2
"Marvel","Buzzkill (Andrew)","Secret",2
"Marvel","Count von Blitzkrieg","Public",2
"Marvel","Far Sight","Secret",2
"Marvel","Felipe Morales","Secret",2
"Marvel","Fritz Kron","Public",2
"Marvel","General Whedon","Public",2
"Marvel","Ister","Secret",2
"Marvel","Jin Lee","Secret",2
"Marvel","Lord Defender","Secret",2
"Marvel","Mortimer Toynbee (Clone)","Secret",2
"Marvel","Pablo Morales","Secret",2
"Marvel","Patti Lee","Secret",2
"Marvel","Robyn Hood","Secret",2
"Marvel","Arranger (Scarlet Spider)","Secret",2
"Marvel","Blaze (Hobgoblin)","Secret",2
"Marvel","Boss Cohen","Secret",2
"Marvel","Crimson Commando (Freedom Force)","Secret",2
"Marvel","Devil-Spider","Secret",2
"Marvel","Du Ke Feng","Public",2
"Marvel","Hobgoblin (Claude)","Secret",2
"Marvel","James Cole","Secret",2
"Marvel","Kingdom","Secret",2
"Marvel","Martin Helling","Secret",2
"Marvel","Mass (Freedom Force)","Secret",2
"Marvel","Morrigon","Secret",2
"Marvel","Mycolojester (Legion Personality)","Secret",2
"Marvel","Radu (Microverse)","Public",2
"Marvel","Shift (Freedom Force)","Secret",2
"Marvel","Wendigo (Omega Flight)","Secret",2
"Marvel","Alexander of Macedon","Public",2
"Marvel","Arlise (Katar)","Secret",2
"Marvel","Blow Dryer","Secret",2
"Marvel","Charles, Prince of Wales","Public",2
"Marvel","Cleve Gorman","Public",2
"Marvel","Conrad Turing","Secret",2
"Marvel","Damballah (Mystic)","Secret",2
"Marvel","Essential","Secret",2
"Marvel","Herne","Public",2
"Marvel","Ilya Koblev","Secret",2
"Marvel","Impercepto","Secret",2
"Marvel","Ioakim Koblev","Secret",2
"Marvel","Irham","Public",2
"Marvel","Jack Chain","Secret",2
"Marvel","Jason (Inhuman)","Secret",2
"Marvel","Lilith Moll","Public",2
"Marvel","Nightfall","Secret",2
"Marvel","Nocculus","Secret",2
"Marvel","Omnivore","Secret",2
"Marvel","Ralph Fake","Public",2
"Marvel","Sharra","Public",2
"Marvel","Sheath","Secret",2
"Marvel","Skadi","Secret",2
"Marvel","Slag (Slagley)","Secret",2
"Marvel","Adelynn Duquesne","Secret",2
"Marvel","Adomox","Public",2
"Marvel","Barbara McDevitt","Public",2
"Marvel","Blake Schiel","Public",2
"Marvel","Bruin","Secret",2
"Marvel","Devastator (Ascendants)","Secret",2
"Marvel","Edith Barton","Public",2
"Marvel","Eugene Judd (Revenant)","Secret",2
"Marvel","Fiona (Inhuman)","Secret",2
"Marvel","Flynn (Inhuman)","Secret",2
"Marvel","Flynt Ward","Public",2
"Marvel","Gavrel Achter","Secret",2
"Marvel","Gron","Secret",2
"Marvel","Harold Barton","Public",2
"Marvel","Heavy","Secret",2
"Marvel","Jason Quantrell","Public",2
"Marvel","Jinin","Secret",2
"Marvel","Kaldera","Public",2
"Marvel","Kenneth Driscoll","Public",2
"Marvel","Kilgore Sentinel","Secret",2
"Marvel","Le Necrogateur","Secret",2
"Marvel","Leviathan (Whalesong)","Secret",2
"Marvel","Marci Camp","Secret",2
"Marvel","Mauler (Hobgoblin)","Secret",2
"Marvel","Max Brashear","Secret",2
"Marvel","Michael D. Allred","Public",2
"Marvel","Nessa","Secret",2
"Marvel","Ororo Munroe (Revenant)","Secret",2
"Marvel","Protozoan Porter (Legion Personality)","Secret",2
"Marvel","Reflex (Hand ninja)","Secret",2
"Marvel","Ryan Trent","Secret",2
"Marvel","Saint (Boris)","Secret",2
"Marvel","Skull (Gleb)","Secret",2
"Marvel","Slasher (ex-S.H.I.E.L.D. agent)","Secret",2
"Marvel","Smedley Kornfeld","Secret",2
"Marvel","Sunfire (North Korean Mutate)","Secret",2
"Marvel","Travis (A.I.M.)","Secret",2
"Marvel","Whalesong","Secret",2
"Marvel","White Man","Secret",2
"Marvel","Dr. Lang (The Big Boss)","Secret",1
"Marvel","Mister Lelong","Secret",1
"Marvel","1X","Public",1
"Marvel","2X","Public",1
"Marvel","3X","Public",1
"Marvel","Bill Dunn","Public",1
"Marvel","Blackie Giles","Public",1
"Marvel","Boss Sapro","Public",1
"Marvel","Brains Borelli","Public",1
"Marvel","Bruno Varoz","Public",1
"Marvel","Butch (Angel Foe)","Secret",1
"Marvel","Bwana Gambo","Secret",1
"Marvel","Captain Ott","Secret",1
"Marvel","Carl Formes","Public",1
"Marvel","Chester Orsen","Public",1
"Marvel","Clip Walton","Public",1
"Marvel","Daniel Bascom","Public",1
"Marvel","Diana Lanford","Public",1
"Marvel","Diane Carson","Public",1
"Marvel","Drake Maluski","Secret",1
"Marvel","Emil Gar","Public",1
"Marvel","Fred Baxter","Public",1
"Marvel","Fredrich Roth","Public",1
"Marvel","Gale Brown","Public",1
"Marvel","George Sporvan","Public",1
"Marvel","Gnorr","Secret",1
"Marvel","Goettler","Public",1
"Marvel","Green Terror (3Xs Foe)","Secret",1
"Marvel","Grey Gidden","Public",1
"Marvel","Grimsey","Public",1
"Marvel","Harold Schmidt","Public",1
"Marvel","Horace Vanderveer","Public",1
"Marvel","Janet Winslow","Public",1
"Marvel","Jed Sirrah","Public",1
"Marvel","Joan Winters","Public",1
"Marvel","Jose Abejaron","Public",1
"Marvel","King Bolo","Public",1
"Marvel","Kuu","Public",1
"Marvel","Lemo Douglas","Public",1
"Marvel","Lester Deeks","Public",1
"Marvel","Lester Drake","Public",1
"Marvel","Limpy Savoy","Public",1
"Marvel","Llhupa Sanders","Secret",1
"Marvel","London Jack","Public",1
"Marvel","Louise Carson","Public",1
"Marvel","Mad Doctor","Secret",1
"Marvel","Mara Rice","Public",1
"Marvel","Markham Erickson","Public",1
"Marvel","Martha Davis","Public",1
"Marvel","Mary Carmody","Public",1
"Marvel","Mister Carson","Public",1
"Marvel","Mister Ritton","Public",1
"Marvel","Nara Gale","Public",1
"Marvel","Nick Bruno","Public",1
"Marvel","Olalla","Public",1
"Marvel","Otto Murdo","Public",1
"Marvel","Pere Kauraka","Public",1
